user_id,age,gender,country,post_id,post_type,post_category,likes,comments,shares,watch_time_sec,impression_count,posted_at,follower_count,is_verified,device_type,sentiment,hashtags,engagement_rate,hashtag_count,engagement_score,log_likes,log_comments,log_shares,month,day_of_week,age_group
33483,30,Male,UAE,721208,Reel,Fashion,8051.0,458.0,449.0,6022,69946,2023-11-11,107051,False,Desktop,Positive,#fashion,0.128070226,1,8958.0,8.993675786759683,6.129050210060545,6.1092475827643655,November,Saturday,26-35
58555,25,Female,Japan,666650,Text,Travel,2127.0,819.0,296.0,4199,80963,2023-06-25,640796,False,Mobile,Negative,#music,0.040042983,1,3242.0,7.662937850461535,6.709304340258299,5.6937321388027,June,Sunday,18-25
27159,55,Male,Brazil,591592,Video,Travel,10083.0,1196.0,1941.0,2711,24240,2022-03-23,148086,False,Mobile,Negative,#travel #fashion #reels,0.545379538,3,13220.0,9.21870528830781,7.087573705557973,7.571473648851271,March,Wednesday,46-55
90077,33,Male,Germany,915042,Text,Lifestyle,19091.0,2615.0,1662.0,3185,94333,2023-09-10,745744,False,Tablet,Negative,#foodie,0.24771819,1,23368.0,9.857024678125788,7.86940171257709,7.416378479192928,September,Sunday,26-35
45920,42,Male,Germany,990766,Text,Education,11654.78125,860.0,1160.0,1531,30757,2022-10-04,143321,False,Mobile,Neutral,#love #fitness,0.388626979,2,13674.78125,9.363557580540391,6.7580945044277305,7.057036981697891,October,Tuesday,36-45
77121,33,Male,USA,776355,Reel,Food,15877.0,1973.0,1613.0,6083,59594,2023-06-06,279474,False,Desktop,Positive,#fitness,0.326593281,1,19463.0,9.672689782285058,7.587817219993427,7.3864708488298945,June,Tuesday,26-35
79479,60,Female,India,369861,Reel,Tech,10197.473684210527,1544.0,718.0,5174,14846,2023-07-28,133555,True,Desktop,Positive,#foodie #lifestyle #reels,0.27448471,3,12459.473684210527,9.22999334927247,7.3427791893318455,6.577861357721047,July,Friday,55+
99475,29,Male,Canada,309939,Text,Food,12519.0,2544.0,1930.0,4216,71527,2022-05-16,728398,False,Desktop,Negative,#music,0.237574622,1,16993.0,9.43508264465409,7.841885928984623,7.565793282428515,May,Monday,26-35
29457,52,Other,UK,310544,Video,Fashion,7816.0,794.0,1020.0,7384,88214,2022-04-24,440120,False,Desktop,Positive,#tech,0.109166345,1,9630.0,8.96405612822033,6.678342114654332,6.928537818164665,April,Sunday,46-55
76557,31,Male,USA,688310,Video,Music,8351.0,804.0,1420.0,3706,90167,2022-06-06,516878,False,Mobile,Positive,#reels #music #tech,0.117282376,3,10575.0,9.03025631012242,6.690842277418564,7.259116128097101,June,Monday,26-35
87189,64,Male,Brazil,284740,Text,Travel,15648.0,1095.0,183.0,3074,49594,2023-01-31,771562,False,Tablet,Neutral,#music #fun,0.341291285,2,16926.0,9.658162296163171,6.999422467507961,5.214935757608986,January,Tuesday,55+
88953,27,Female,France,151645,Image,Fitness,11234.0,2981.0,411.0,7259,7845,2022-08-17,123386,False,Mobile,Positive,#music,1.864372212,1,14626.0,9.326789184619429,8.000349495324684,6.021023349349527,August,Wednesday,26-35
62995,21,Other,Canada,915982,Image,Travel,8496.0,1890.0,1624.0,4502,1523,2023-09-04,77112,False,Desktop,Positive,#fitness #love #fun,7.885751806,3,12010.0,9.047468439003541,7.544861068658458,7.393263094763838,September,Monday,18-25
50757,64,Male,Japan,579367,Reel,Education,12133.0,839.0,319.0,675,47405,2022-09-12,2189,False,Mobile,Positive,#fashion #reels #music,0.280371269,3,13291.0,9.403766708502243,6.733401891837359,5.768320995793772,September,Monday,55+
19692,22,Other,Canada,665156,Video,Education,8591.0,2682.0,740.0,6584,12159,2022-06-28,159547,False,Tablet,Positive,#fitness,0.987992434,1,12013.0,9.058586816748646,7.894690850425624,6.608000625296087,June,Tuesday,18-25
55758,56,Male,USA,198039,Text,Education,11712.0,602.0,1599.0,1654,24821,2022-08-17,108929,False,Tablet,Positive,#foodie,0.560533419,1,13913.0,9.368454615069874,6.401917196727186,7.3777589082278725,August,Wednesday,55+
82409,43,Other,UAE,277452,Text,Education,6249.0,1339.909090909091,1349.0,4527,79887,2023-01-02,774779,False,Tablet,Negative,#travel #music,0.129946049,2,8937.909090909092,8.740336742730447,7.201103088969595,7.2078598714324755,January,Monday,36-45
81211,38,Male,USA,498944,Video,Fashion,15441.0,1432.0,1590.0,5004,95131,2022-01-31,244696,True,Tablet,Positive,#lifestyle,0.194079743,1,18463.0,9.64484634886876,7.267525427828172,7.372118028337787,January,Monday,36-45
75697,64,Female,USA,394944,Reel,Tech,6485.0,1833.0,804.0,4156,72283,2022-04-18,565611,True,Tablet,Negative,#travel,0.126198415,1,9122.0,8.777401286867264,7.51425465281641,6.690842277418564,April,Monday,55+
47065,42,Male,USA,635174,Reel,Food,9177.0,366.0,416.0,6869,34779,2022-10-09,330379,False,Mobile,Positive,#travel,0.286350959,1,9959.0,9.124564594954778,5.905361848054571,6.0330862217988015,October,Sunday,36-45
42606,45,Female,Canada,572830,Image,Travel,1805.0,255.0,1816.0,3544,97995,2023-09-13,501651,False,Tablet,Positive,#foodie,0.039553038,1,3876.0,7.498869733976931,5.545177444479562,7.504942068396171,September,Wednesday,36-45
21534,64,Male,USA,300981,Video,Education,2096.0,2487.0,881.0,5366,63738,2023-01-25,578579,False,Tablet,Neutral,#fashion,0.085725941,1,5464.0,7.64826303090192,7.81923445385907,6.782192056006791,January,Wednesday,55+
50397,21,Male,India,278308,Video,Travel,12493.0,1358.0,790.0,3818,28377,2023-06-25,39871,False,Desktop,Positive,#music,0.515946013,1,14641.0,9.433003808053515,7.214504414151143,6.673297967767654,June,Sunday,18-25
11016,59,Other,Canada,670093,Text,Education,5337.0,2482.0,1723.0,7082,66975,2023-06-13,507330,False,Tablet,Neutral,#love,0.142471071,1,9542.0,8.58260632996447,7.817222785508166,7.452402451223638,June,Tuesday,55+
99789,13,Other,France,918964,Video,Fitness,16035.0,689.0,1975.0,7012,14864,2023-02-08,305762,False,Mobile,Neutral,#reels #fitness #tech,1.25800592,3,18699.0,9.682591473762397,6.536691597591305,7.588829878307813,February,Wednesday,Under 18
65591,56,Other,India,212765,Image,Food,17843.0,307.0,1726.0,3443,72082,2022-06-19,458375,False,Desktop,Positive,#lifestyle #reels #fitness,0.275741517,3,19876.0,9.789422596248155,5.730099782973575,7.454141078146678,June,Sunday,55+
99812,47,Male,Brazil,128688,Video,Fitness,9537.0,2035.0,1927.0,7456,16981,2022-06-24,428566,False,Mobile,Neutral,#fun #fitness,0.794947294,2,13499.0,9.16303909885817,7.618742377670413,7.564238475170491,June,Friday,46-55
33247,23,Male,France,385233,Text,Fitness,8422.0,1696.0,1808.0,5709,76776,2022-03-15,17089,False,Desktop,Positive,#foodie,0.155335001,1,11926.0,9.038721338315364,7.436617265234227,7.500529485395295,March,Tuesday,18-25
34300,46,Male,Japan,549158,Image,Education,3782.0,408.0,1630.0,1047,50042,2023-03-30,331448,False,Tablet,Positive,#fun #fashion #lifestyle,0.116302306,3,5820.0,8.23827262463303,6.013715156042802,7.396948602621014,March,Thursday,46-55
84065,28,Female,Germany,657873,Text,Music,13798.0,825.0,89.0,2453,8301,2023-05-24,217024,False,Mobile,Negative,#reels #travel,1.772316588,2,14712.0,9.532351404751555,6.716594773520978,4.499809670330265,May,Wednesday,26-35
92798,21,Female,Canada,814364,Video,Tech,11825.947368421053,1191.0,758.0,1331,24668,2022-08-28,445092,False,Desktop,Positive,#foodie #travel #fun,0.88507378,3,13774.947368421053,9.378135882120395,7.083387847625295,6.6320017773956295,August,Sunday,18-25
19268,44,Male,Germany,350322,Reel,Travel,9074.0,2134.0,1464.0,4082,31430,2022-04-06,204102,False,Mobile,Positive,#fashion #foodie #fitness,0.403181674,3,12672.0,9.113278659133051,7.666221925662725,7.289610521451167,April,Wednesday,36-45
96807,27,Other,Canada,350483,Video,Music,6419.0,2050.0,951.6666666666666,2660,2916,2023-05-29,204524,False,Desktop,Positive,#fitness,3.280864198,1,9420.666666666668,8.767173396684006,7.62608275807238,6.859265069821703,May,Monday,26-35
22185,24,Other,France,102438,Video,Lifestyle,8624.0,2419.0,573.0,7539,33194,2022-07-21,561121,False,Tablet,Negative,#reels #tech #fun,0.349942761,3,11616.0,9.062420241899561,7.791522819150732,6.352629396319567,July,Thursday,18-25
73704,45,Other,Japan,455239,Text,Food,7889.0,1536.76,1757.0,7930,93778,2022-02-06,677770,False,Mobile,Neutral,#love,0.119399006,1,11182.76,8.97335141383992,7.338082091074974,7.471932078245122,February,Sunday,36-45
96779,57,Male,UK,516428,Reel,Music,10455.0,2689.0,1290.0,7802,82902,2022-04-01,573690,False,Mobile,Positive,#fitness #foodie,0.174109189,2,14434.0,9.254931255304058,7.897296472595885,7.1631723908466425,April,Friday,55+
49099,26,Other,UK,805722,Video,Tech,14432.0,97.0,962.0,2262,18155,2022-08-21,6661,False,Mobile,Positive,#music #foodie,0.853263564,2,15491.0,9.577272530367564,4.584967478670572,6.870053411798126,August,Sunday,26-35
18571,20,Male,India,565393,Image,Lifestyle,11194.0,2717.0,935.0,4357,90949,2023-10-21,29155,False,Tablet,Neutral,#music,0.16323434,1,14846.0,9.323222529032854,7.907651594711089,6.8416154764775925,October,Saturday,18-25
48044,20,Female,USA,248055,Image,Tech,11958.55,1774.0,1959.0,7058,18658,2022-09-10,699433,False,Tablet,Positive,#foodie,1.17558152,1,15691.55,9.389285401378709,7.4815557019095165,7.580699752224563,September,Saturday,18-25
61214,39,Other,USA,900458,Text,Music,7570.0,1545.0,1656.0,7513,5335,2023-01-06,623717,False,Desktop,Positive,#tech,2.018931584,1,10771.0,8.932080438103307,7.343426229147367,7.4127640174265625,January,Friday,36-45
71228,24,Female,UK,482312,Text,Education,617.0,320.0,1335.0,5532,99327,2023-12-25,378630,False,Mobile,Negative,#reels #lifestyle,0.022873942,2,2272.0,6.42648845745769,5.771441123130016,7.197435354096591,December,Monday,18-25
58984,13,Other,France,937430,Reel,Education,12684.0,533.0,898.0,6266,16261,2023-03-20,427509,False,Desktop,Positive,#fun,0.926203801,1,14115.0,9.448175472033382,6.280395838960195,6.80128303447162,March,Monday,Under 18
50774,55,Male,Japan,617951,Text,Tech,8509.0,2867.0,1876.0,763,53518,2023-03-17,367443,False,Desktop,Positive,#tech,0.247617624,1,13252.0,9.04899722156742,7.961370201719511,7.537430036586509,March,Friday,46-55
12568,52,Male,India,943445,Reel,Music,14717.0,2414.0,1506.0,2367,14647,2022-03-05,128255,False,Tablet,Neutral,#travel #fun,1.272410733,2,18637.0,9.596826513486544,7.789454566086673,7.317876198626496,March,Saturday,46-55
72592,54,Male,France,151039,Video,Fashion,6285.0,1207.0,1051.0,3408,90132,2022-01-05,44423,False,Mobile,Positive,#reels #love,0.094783207,2,8543.0,8.746080217357513,7.0967213784947605,6.9584483932976555,January,Wednesday,46-55
77563,63,Male,USA,805191,Image,Fashion,456.0,416.0,1365.0,6301,31008,2023-10-20,472429,False,Tablet,Neutral,#music #reels,0.072142673,2,2237.0,6.124683390894205,6.0330862217988015,7.2196420401307355,October,Friday,55+
12695,23,Other,India,578388,Image,Tech,500.0,2776.0,425.0,7494,46669,2022-03-13,684217,True,Mobile,Neutral,#fitness,0.079303178,1,3701.0,6.2166061010848646,7.9291264873067995,6.054439346269371,March,Sunday,18-25
58190,51,Female,Germany,789963,Image,Fashion,18699.0,1237.0,882.0,1684,97288,2023-02-01,765052,False,Desktop,Positive,#fitness #travel,0.213983225,2,20818.0,9.836278802842678,7.121252453244542,6.78332520060396,February,Wednesday,46-55
15258,55,Male,Australia,730734,Text,Food,3874.0,847.0,1837.0,5184,54359,2023-09-09,498,False,Tablet,Negative,#music #travel #fashion,0.120642396,3,6558.0,8.262300941787448,6.742880635791903,7.516433302915632,September,Saturday,46-55
97538,43,Other,Brazil,984884,Text,Travel,4973.0,669.0,785.0,4464,56121,2022-11-26,655478,False,Tablet,Neutral,#travel,0.114520411,1,6427.0,8.51197962436335,6.507277712385012,6.666956792429207,November,Saturday,36-45
49504,29,Female,India,506321,Video,Lifestyle,4774.0,1943.0,534.0,869,74981,2023-07-02,351210,True,Mobile,Negative,#reels #music #tech,0.096704498,3,7251.0,8.471149252914831,7.572502985020384,6.282266746896006,July,Sunday,26-35
43159,45,Male,USA,331120,Text,Education,15519.0,2180.0,1433.0,5123,2170,2022-05-27,791390,False,Desktop,Neutral,#music,8.816589862,1,19132.0,9.64988479373721,7.687538766201629,7.2682230211595655,May,Friday,36-45
23986,38,Female,France,429326,Reel,Food,14349.0,2100.0,1634.0,2733,89366,2023-02-19,793851,False,Tablet,Positive,#tech,0.202347649,1,18083.0,9.571505221187767,7.650168700845001,7.399398083331354,February,Sunday,36-45
71858,41,Male,Germany,676435,Image,Travel,17387.0,740.0,284.0,7815,72180,2022-12-15,373800,False,Desktop,Neutral,#lifestyle,0.255070657,1,18411.0,9.763535592108683,6.608000625296087,5.652489180268651,December,Thursday,36-45
22666,33,Female,Brazil,876691,Video,Fashion,17450.0,2742.0,1843.0,913,33788,2022-12-31,509144,False,Tablet,Positive,#fitness,0.652154611,1,22035.0,9.767152232578871,7.916807490937603,7.519692404116539,December,Saturday,26-35
48660,33,Female,Brazil,699688,Reel,Lifestyle,13622.0,22.0,621.0,5875,46711,2023-02-20,558846,False,Tablet,Neutral,#foodie #fitness,0.305388452,2,14265.0,9.51951481976606,3.1354942159291497,6.432940092739179,February,Monday,26-35
13561,52,Male,India,670722,Reel,Food,4716.0,1654.0,1738.0,3131,22956,2023-09-17,749254,False,Tablet,Negative,#lifestyle #travel #foodie,0.353197421,3,8108.0,8.458928283284262,7.411556287811163,7.461065514354283,September,Sunday,46-55
36854,35,Other,Brazil,126515,Text,Fitness,9820.0,459.0,1129.0,7212,47674,2023-05-22,550933,False,Desktop,Positive,#lifestyle #music,0.239291857,2,11408.0,9.192278229157774,6.131226489483141,7.029972911706386,May,Monday,26-35
74505,18,Female,Germany,320370,Text,Education,16087.0,649.0,503.0,6727,17927,2023-06-07,380074,False,Desktop,Positive,#love #fitness,0.961622134,2,17239.0,9.685828931452487,6.476972362889683,6.222576268071369,June,Wednesday,Under 18
62251,34,Male,Japan,682289,Image,Tech,13302.0,481.0,45.0,1630,12799,2023-12-07,167782,False,Desktop,Positive,#fashion #fitness #love,1.080396906,3,13828.0,9.495744852683906,6.1779441140506,3.828641396489095,December,Thursday,26-35
32662,62,Female,France,813757,Video,Education,3234.0,119.0,1792.0,542,83795,2022-09-07,210910,False,Desktop,Negative,#tech #love,0.061399845,2,5145.0,8.081784206935001,4.787491742782046,7.491645473605133,September,Wednesday,55+
18392,50,Female,India,816775,Reel,Travel,6494.0,672.0,1470.0,2203,73856,2022-09-06,254098,False,Desktop,Positive,#fashion #foodie,0.116930243,2,8636.0,8.7787879291047,6.511745329644728,7.293697720601438,September,Tuesday,46-55
40535,49,Other,Brazil,471735,Text,Travel,14239.0,2255.0,1167.0,2935,18776,2022-12-17,569770,False,Desktop,Neutral,#reels,0.94061568,1,17661.0,9.563810184965966,7.721348612617949,7.0630481633881725,December,Saturday,46-55
88603,57,Female,Japan,324215,Text,Fitness,4498.0,1884.0,536.0,751,3803,2022-09-26,321052,False,Desktop,Positive,#lifestyle #foodie #music,1.819090192,3,6918.0,8.411610428841172,7.541683099882111,6.285998094508865,September,Monday,55+
62256,63,Male,France,932210,Video,Fitness,11430.0,317.0,61.0,2111,97293,2023-03-24,104397,False,Mobile,Positive,#fitness #music #love,0.12136536,3,11808.0,9.344084242025778,5.762051382780177,4.127134385045092,March,Friday,55+
